AAPL_x,AAPL_y
4.0,1
2.666666666666667,2
3.466666666666667,3
2.8952380952380956,4
3.3396825396825403,5
2.9760461760461765,6
3.2837384837384844,7
3.017071817071818,8
3.2523659347188767,9
3.0418396189294032,10
3.232315809405594,11
3.058402765927333,12
3.2184027659273333,13
3.0702546177791854,14
3.208185652261944,15
3.079153394197428,16
3.200365515409549,17
3.0860798011238346,18
3.1941879092319425,19
3.09162380666784,20
3.189184782277596,21
3.0961615264636424,22
3.1850504153525314,23
3.099944032373808,24
3.1815766854350325,25
3.1031453128860127,26
3.1786170109992202,27
3.1058897382719475,28
3.1760651768684385,29
3.108268566698947,30
3.1738423371907505,31
3.110350273698687,32
3.1718887352371485,33
3.112187242699835,34
3.1701582571925884,35
3.1138202290235744,36
3.1686147495715193,37
3.115281416238186,38
3.167229468186238,39
3.116596556793833,40
3.1659792728432157,41
3.117786501758878,42
3.1648453252882898,43
3.118868313794037,44
3.163812134018756,45
3.1198560900627124,46
3.1628668427508844,47
3.1207615795929895,48
3.161998692995051,49
3.121594652591011,50
3.1611986129870506,51
3.12236366153074,52
3.160458899625978,53
3.1230757220558845,54
3.1597729697623063,55
3.12373693372627,56
3.159135163814766,57
3.124352555119114,58
3.158540589307148,59
3.1249271439289967,60
3.157984995168666,61
3.125464669965414,62
3.157464669965414,63
3.125968606973288,64
3.1569763589112725,65
3.1264420077662343,66
3.156517195736159,67
3.126887566106529,68
3.1560846463985,69
3.127307667981234,70
3.155676462307475,71
3.127704434335447,72
3.155290641231999,73
3.1280797568782575,74
3.15492539446215,75
3.1284353282369843,76
3.1545791190866574,77
3.128772667473754,78
3.1542503744801236,79
3.129093141775721,80
3.1539378622726155,81
3.129397984972002,82
3.1536404092144266,83
3.129688313406043,84
3.1533569524592977,85
3.129965139593801,86
3.153086526877038,87
3.1302293840198954,88
3.1528282540763923,89
3.1304818853613083,90
3.1525813328751204,91
3.1307234093778527,92
3.1523450309994745,93
3.1309546566679236,94
3.152118677831945,95
3.131176269454982,96
3.151901658056018,97
3.1313888375431977,98
3.1516934060711166,99
3.1315929035585537,100
3.1514934010709914,101
3.1317889675734545,102
3.1513011626954057,103
3.131977491197821,104
3.1511162471786824,105
3.1321589012071183,106
3.150938243930123,107
3.132333592767332,108
3.1507667724908344,109
3.1325019323081857,110
3.150601479819498,111
3.132664260088556,112
3.150442037866334,113
3.1328208924918846,114
3.1502881414001815,115
3.1329721240841644,116
3.150139506058413,117
3.1331182294626685,118
3.14999586659347,119
3.13325946491983,120
3.149856975293274,121
3.1333960699434797,122
3.149722600555725,123
3.133528268571919,124
3.1495925256000317,125
3.133656270619952,126
3.149466547299794,127
3.13378027278999,128
3.1493444751246202,129
3.133900459680605,130
3.1492261301786892,131
3.134017004703404,132
3.1491113443260454,133
3.1341300709178057,134
3.148999959393642,135
3.1342398117921664,136
3.148891826444181,137
3.1343463718987263,138
3.148786805111723,139
3.134449887548999,140
3.1486847629938386,141
3.134550487375464,142
3.1485855750947622,143
3.134648292864797,144
3.1484891233146244,145
3.1347434188472705,146
3.1483952959803765,147
3.1348359739464784,148
3.148303987414492,149
3.134926060993087,150
3.1482150975379377,151
3.1350137774059244,152
3.148128531504285,153
3.135099215543373,154
3.148044199362143,155
3.135182463027738,156
3.147962015743393,157
3.1352636030449803,158
3.1478818995749487,159
3.1353427146219706,160
3.1478037738120017,161
3.135419872883209,162
3.1477275651909014,163
3.1354951492887606,164
3.1476532040000067,165
3.1355686118549917,166
3.147580623867004,167
3.135640325359541,168
3.1475097615613215,169
3.1357103515318228,170
3.147440556810415,171
3.1357787492302402,172
3.1473729521287908,173
3.1358455746071767,174
3.1473068926587526,175
3.1359108812627414,176
3.1472423260219484,177
3.1359747203881456,178
3.1471792021808627,179
3.136037140899526,180
3.147117473309498,181
3.1360981895629414,182
3.1470570936725304,183
3.1361579111112223,184
3.1469980195123064,185
3.1362163483532766,186
3.146940208943089,187
3.136273542276422,188
3.146883621852019,189
3.1363295321422564,190
3.1468282198062982,191
3.136384355576533,192
3.1467739659661436,193
3.136438048653482,194
3.1467208250030967,195
3.1364906459749635,196
3.1466687630233094,197
3.1365421807448284,198
3.146617747495458,199
3.136592684838816,200
3.1465677471829556,201
3.1366421888703004,202
3.146518732080177,203
3.136690722252167,204
3.1464706733524115,205
3.136738313255088,206
3.146423543279301,207
3.1367849890624337,208
3.1463773152015224,209
3.1368307758220473,210
3.1463319634705034,211
3.1368756986950896,212
3.146287463400972,213
3.136919781902143,214
3.1462437912261523,215
3.1369630487667557,216
3.146200924055439,217
3.1370055217565884,218
3.1461588398343916,219
3.1370472225223187,220
3.1461175173068994,221
3.137088171934439,222
3.1460769359793828,223
3.137128390118085,224
3.1460370760869045,225
3.1371678964860177,226
3.145997918561073,227
3.137206709769864,228
3.1459594449996233,229
3.137244848049732,230
3.1459216376375845,231
3.137282328782293,232
3.1458844793199274,233
3.137319168827422,234
3.14584795347561,235
3.1373553844734867,236
3.145812044092937,237
3.1373909914613582,238
3.1457767356961592,239
3.137426005007224,240
3.1457420133232326,241
3.1374604398242676,242
3.14570786250468,243
3.1374943101432837,244
3.145674269243488,245
3.1375276297322863,246
3.145641219995978,247
3.1375604119151697,248
3.1456087016536003,249
3.137592669589472,250
3.1455767015256,251
3.1376244152432937,252
3.1455452073225016,253
3.137655660971417,254
3.1455142071403754,255
3.137686418490669,256
3.145483689445835,257
3.137716699154573,258
3.14545364306173,259
3.1377465139673175,260
3.145424057153498,261
3.137775873597093,262
3.1453949212161403,263
3.1378047883888156,264
3.1453662250617835,265
3.1378332683762844,266
3.1453379588078043,267
3.1378613232937855,268
3.1453101128654803,269
3.137888962587187,270
3.1452826779291465,271
3.1379161954245425,272
3.145255644965827,273
3.1379430307062295,274
3.145229005205319,275
3.1379694770746474,276
3.1452027501307054,277
3.1379955429234982,278
3.145176871469279,279
3.1380212364066673,280
3.145151361183851,281
3.1380465654467287,282
3.1451262114644276,283
3.1380715377430874,284
3.1451014147202403,285
3.138096160779785,286
3.145076963572106,287
3.138120441832976,288
3.1450528508451074,289
3.1381443879780955,290
3.145029069561572,291
3.138168006096735,292
3.1450056129343418,293
3.1381913028832344,294
3.1449824743603143,295
3.138214284851008,296
3.144959647414246,297
3.1382369583386156,298
3.1449371258428034,299
3.1382593295155914,300
3.1449149035588526,301
3.13828140438804,302
3.1448929746359737,303
3.1383031888040134,304
3.1448713333031924,305
3.1383246884586753,306
3.144849973939915,307
3.138345908899265,308
3.144828891071064,309
3.1383668555298687,310
3.144808079362397,311
3.1383875336160085,312
3.1447875336160087,313
3.138407948289055,314
3.1447672487660023,315
3.1384281045504716,316
3.1447472198743265,317
3.138448007275901,318
3.1447274421267646,319
3.1384676612190963,320
3.1447079108290805,321
3.138487071015706,322
3.1446886214033025,323
3.1385062411869193,324
3.144669569384146,325
3.1385251761429784,326
3.1446507504155665,327
3.138543880186559,328
3.1446321602474416,329
3.1385623575160304,330
3.1446137947323693,331
3.1385806122285986,332
3.1445956498225835,333
3.1385986483233332,334
3.1445777215669803,335
3.1386164697040893,336
3.1445600061082497,337
3.1386340801823236,338
3.144542499680108,339
3.1386514834798134,340
3.14452519860463,341
3.138668683231277,342
3.1445080992896712,343
3.1386856829869054,344
3.144491198226383,345
3.138702486214805,346
3.144474491986811,347
3.1387190963033578,348
3.144457977221579,349
3.138735516563496,350
3.1444416506576474,351
3.138751750230905,352
3.1444255090961533,353
3.1387678004681474,354
3.1444095494103195,355
3.138783670366719,356
3.1443937685434373,357
3.138799362949032,358
3.1443781635069117,359
3.138814881170333,360
3.1443627313783775,361
3.138830227920563,362
3.1443474692998734,363
3.138845406026146,364
3.144332374476077,365
3.138860418251727,366
3.1443174441726,367
3.138875267301852,368
3.144302675714335,369
3.1388899558225893,370
3.144288066483858,371
3.138904486403104,372
3.1442736139198826,373
3.1389188615771784,374
3.144259315515763,375
3.1389330838246847,376
3.1442451688180446,377
3.1389471555730113,378
3.144231171425059,379
3.1389610791984452,380
3.1442173209855673,381
3.138974857027507,382
3.1442036151974415,383
3.13898849133825,384
3.1441900518063903,385
3.1390019843615136,386
3.144176628604722,387
3.139015338282141,388
3.1441633434301464,389
3.1390285552401593,390
3.1441501941646153,391
3.1390416373319203,392
3.144137178733194,393
3.139054586611212,394
3.1441242951029738,395
3.1390674050903313,396
3.1441115412820086,397
3.139080094741128,398
3.1440989153182923,399
3.1390926574960143,400
3.144086415298761,401
3.1391050952489477,402
3.1440740393483266,403
3.139117409856381,404
3.14406178562894,405
3.139129603138188,406
3.14404965233868,407
3.139141676878557,408
3.1440376377108703,409
3.1391536328268654,410
3.1440257400132237,411
3.1391654726985214,412
3.1440139575470063,413
3.139177198175785,414
3.1440022886462313,415
3.139188810908566,416
3.1439907316768734,417
3.1392003125151966,418
3.143979285036105,419
3.1392117045831847,420
3.143967947151556,421
3.1392229886699425,422
3.1439567164805933,423
3.1392341663034977,424
3.1439455915096226,425
3.1392452389831833,426
3.143934570753406,427
3.139256208180307,428
3.1439236527544026,429
3.139267075338803,430
3.1439128360821247,431
3.1392778418758676,432
3.143902119332515,433
3.1392885091825726,434
3.1438915011273365,435
3.1392990786244663,436
3.1438809801135843,437
3.139309551542156,438
3.1438705549629082,439
3.1393199292518728,440
3.1438602243710556,441
3.139330213046027,442
3.1438499870573264,443
3.1393404041937414,444
3.143839841764045,445
3.139350503941374,446
3.1438297872560437,447
3.1393605135130267,448
3.1438198223201614,449
3.13937043411104,450
3.143809945764758,451
3.1393802669164748,452
3.1438001564192373,453
3.139390013089579,454
3.143790453133583,455
3.1393996737702463,456
3.1437808347779135,457
3.13940925007846,458
3.1437713002420367,459
3.1394187431147245,460
3.1437618484350285,461
3.139428153960489,462
3.143752478284813,463
3.1394374836785564,464
3.14374318873776,465
3.139446733313485,466
3.1437339787582865,467
3.1394559038919763,468
3.1437248473284756,469
3.139464996423257,470
3.143715793447699,471
3.139474011899449,472
3.1437068161322532,473
3.139482951295928,474
3.1436979144150006,475
3.139491815571678,476
3.143689087345025,477
3.1395006056696326,478
3.143680333987292,479
3.1395093225170103,480
3.1436716534223175,481
3.1395179670256406,482
3.143663044745848,483
3.1395265400922803,484
3.1436545070685447,485
3.1395350425989257,486
3.143646039515678,487
3.1395434754131135,488
3.143637641226829,489
3.139551839388218,490
3.1436293113555984,491
3.1395601353637366,492
3.14362104906932,493
3.1395683641655716,494
3.143612853548787,495
3.1395765266063047,496
3.1436047239879765,497
3.139584623485464,498
3.143596659593789,499
3.139592655589785,500
